price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,engine_turbo,age
314,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,149486.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,9
13172,0.0,HONDA,Cr-v,Jeep,No,Petrol,2.4,260000.0,4.0,Automatic,4x4,4-5,Left wheel,Silver,6,0,21
19757,0.0,NISSAN,Patrol Y60,Jeep,No,Diesel,2.8,222222.0,4.0,Manual,Rear,4-5,Left wheel,Black,0,1,33
4704,917.0,AUDI,A7,Hatchback,Yes,Petrol,3.0,301707.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,10
706,751.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,175827.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,10
5802,1055.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,10
25716,777.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,115200.0,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0,9
14426,642.0,CHEVROLET,Orlando,Jeep,Yes,LPG,2.0,132036.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11
10820,0.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.0,91000.0,4.0,Automatic,4x4,2-3,Right-hand drive,Silver,4,0,22
45436,1172.0,FORD,Explorer,Jeep,Yes,Petrol,3.5,129177.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
11917,893.0,HYUNDAI,I30,Hatchback,No,Diesel,1.6,201000.0,4.0,Manual,Front,4-5,Left wheel,Black,8,0,15
41281,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,185811.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
4391,0.0,NISSAN,Altima,Sedan,No,Petrol,2.4,358400.0,4.0,Manual,Front,4-5,Left wheel,Brown,2,0,25
3058,1872.0,PORSCHE,Cayenne,Sedan,Yes,Petrol,3.55,28968.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,5
3700,0.0,ALFA ROMEO,147,Coupe,Yes,Petrol,1.8,240000.0,4.0,Manual,Front,2-3,Left wheel,Black,4,0,22
15681,0.0,SUZUKI,Grand Vitara,Jeep,No,Petrol,1.6,98000.0,4.0,Automatic,4x4,2-3,Left wheel,Black,12,0,15
6586,645.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,122302.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,12
12544,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,140000.0,4.0,Automatic,Front,4-5,Left wheel,Beige,6,0,16
30063,639.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,120000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
47356,1885.0,PORSCHE,Panamera,Hatchback,Yes,Petrol,3.55,196800.0,8.0,Tiptronic,4x4,4-5,Left wheel,White,8,0,13
21639,0.0,HYUNDAI,Veloster,Hatchback,No,Petrol,1.6,17200.0,4.0,Tiptronic,Front,2-3,Left wheel,Red,10,0,8
36692,0.0,TOYOTA,RAV 4 XLE Sport,Jeep,No,Petrol,2.5,120000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,0,0,10
12231,1266.0,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,66000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,4,0,9
3136,0.0,TOYOTA,Sienta,Sedan,No,Petrol,1.5,300000.0,4.0,Variator,Front,4-5,Right-hand drive,Beige,4,0,19
10663,0.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,230000.0,4.0,Variator,Front,4-5,Left wheel,Grey,6,0,14
5620,447.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,110467.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10
19130,2148.0,MERCEDES-BENZ,CLS 550,Sedan,Yes,Petrol,3.55,157000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,10,0,13
9408,1111.0,HONDA,FIT,Hatchback,No,Hybrid,1.3,64000.0,4.0,Variator,Front,4-5,Right-hand drive,Black,4,0,11
15367,640.0,VOLKSWAGEN,Passat,Sedan,Yes,Diesel,2.0,179200.0,4.0,Tiptronic,Front,4-5,Left wheel,White,16,1,10
5959,1730.0,CHEVROLET,Avalanche,Sedan,Yes,Petrol,3.55,246976.0,8.0,Automatic,Front,4-5,Left wheel,Black,12,0,12
26594,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,179918.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9
36065,779.0,TOYOTA,Avalon LIMITED,Sedan,Yes,Hybrid,2.5,92200.0,4.0,Tiptronic,Front,4-5,Left wheel,Beige,12,0,10
26343,730.0,KIA,Cerato K3,Sedan,Yes,Diesel,1.6,29000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,1,7
549,862.0,MAZDA,CX-7,Sedan,Yes,Petrol,2.5,216550.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,12
6000,0.0,JEEP,Grand Cherokee,Jeep,No,Petrol,3.55,240000.0,6.0,Automatic,4x4,4-5,Left wheel,Green,5,0,30
40142,1811.0,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,357246.0,8.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,13
14000,585.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,50000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,0,10
17923,473.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,127842.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
47356,831.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,1.6,40193.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6
10349,0.0,OPEL,Astra G,Hatchback,No,Petrol,1.6,180000.0,4.0,Manual,Front,4-5,Left wheel,Silver,6,0,20
8154,0.0,TOYOTA,Ist,Hatchback,No,Petrol,1.3,115000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,7,0,21
7527,640.0,VOLKSWAGEN,Passat,Sedan,Yes,Diesel,2.0,132310.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,10
3450,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,60762.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,6
22063,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,142264.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13
2901,503.0,HONDA,Civic,Sedan,Yes,Hybrid,1.5,146403.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,11
4704,585.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,227371.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,10
5331,0.0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.8,175000.0,6.0,Manual,Front,4-5,Left wheel,Grey,6,0,21
941,642.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,203440.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,11
16900,502.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,70000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,10
18189,0.0,NISSAN,Rogue,Jeep,Yes,Petrol,2.5,122000.0,4.0,Automatic,4x4,4-5,Left wheel,Silver,4,0,13
5331,0.0,MAZDA,MPV,Minivan,No,Petrol,2.5,127000.0,4.0,Automatic,Front,4-5,Left wheel,Green,4,0,23
42651,1017.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,44995.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,6
15524,586.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,122324.0,4.0,Automatic,Front,4-5,Left wheel,Red,7,0,11
17249,0.0,BMW,530,Sedan,Yes,Petrol,3.0,111111.0,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,10,0,16
47356,0.0,LEXUS,GS 350,Sedan,Yes,Petrol,3.5,56000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,12,0,10
862,333.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,186048.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,9
28909,831.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,98000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6
8467,642.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,11
14426,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,169024.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
9000,1325.0,VOLKSWAGEN,Sharan,Minivan,No,Petrol,1.4,126000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,6,0,12
30734,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,200179.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,9
22580,779.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,156666.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,10
862,259.0,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,133195.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,9
7464,247.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.3,114950.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,9
1333,1091.0,FORD,Fusion,Sedan,Yes,Petrol,2.5,154850.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,7
47356,879.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.6,13000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,4
47356,1342.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,94262.0,4.0,Automatic,Rear,4-5,Left wheel,White,12,0,6
47356,1327.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,27406.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,0,5
392,1017.0,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,1600.0,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,6
7683,0.0,NISSAN,Tiida,Sedan,Yes,CNG,1.8,200000.0,4.0,Variator,Front,4-5,Left wheel,Silver,2,0,17
22266,0.0,FORD,Fusion,Sedan,Yes,Petrol,1.6,85500.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,1,10
2430,1598.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,175614.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,15
392,629.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,85944.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,8
33556,765.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,2.0,0.0,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,8
39161,831.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,73000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6
16308,0.0,FORD,Transit,Microbus,No,Diesel,2.2,180000.0,4.0,Manual,Front,4-5,Left wheel,White,2,0,15
17719,0.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,92000.0,4.0,Tiptronic,Front,4-5,Left wheel,Sky blue,8,0,14
43278,1514.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,160138.0,8.0,Automatic,4x4,4-5,Left wheel,White,0,0,12
470,1058.0,HYUNDAI,Santa FE,Jeep,Yes,Petrol,3.5,197923.0,6.0,Automatic,4x4,4-5,Left wheel,Red,12,0,11
20385,738.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,42000.0,4.0,Tiptronic,Front,>5,Left wheel,Black,12,1,6
941,1935.0,TOYOTA,Tundra,Jeep,Yes,Petrol,3.55,254805.0,8.0,Automatic,4x4,4-5,Left wheel,White,12,0,7
47356,1077.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,48000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,4
8781,0.0,NISSAN,Elgrand,Minivan,Yes,Diesel,3.2,230000.0,4.0,Automatic,4x4,4-5,Right-hand drive,White,4,1,25
9722,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,8
21326,0.0,MERCEDES-BENZ,CLS 500,Sedan,Yes,Petrol,3.55,2000.0,8.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,17
47356,1017.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,40800.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6
15241,707.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,117492.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,12
2587,382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,88795.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,8
15524,1347.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,56769.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15
27911,0.0,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,70000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Beige,8,1,9
4861,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,136861.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,10
29793,0.0,MERCEDES-BENZ,S 350,Sedan,Yes,Petrol,3.5,263000.0,4.0,Automatic,Rear,4-5,Left wheel,Black,0,0,18
18208,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,95665.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,11
549,481.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.0,107387.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,6
34497,779.0,TOYOTA,RAV 4 Le,Jeep,No,Petrol,2.5,65350.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,10
6272,1522.0,OPEL,Zafira,Goods wagon,No,Petrol,1.8,130000.0,4.0,Manual,Front,4-5,Left wheel,Silver,0,0,23
4924,1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,183923.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16
4704,0.0,OPEL,Vectra b,Hatchback,No,Diesel,2.0,11111.0,4.0,Manual,Front,4-5,Left wheel,Red,2,1,23
43576,1091.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,97129.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
7840,0.0,MERCEDES-BENZ,C 200,Sedan,Yes,CNG,2.0,140000.0,4.0,Manual,Rear,4-5,Left wheel,Black,4,0,22
28225,1079.0,TOYOTA,CHR,Jeep,No,Petrol,2.0,24000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,5
700,0.0,OPEL,Astra,Sedan,No,Petrol,1.1,0.0,4.0,Manual,Front,4-5,Left wheel,White,2,0,31
2352,0.0,MAZDA,323,Hatchback,No,Petrol,1.5,300000.0,4.0,Manual,Front,4-5,Left wheel,Silver,2,0,25
18817,738.0,CHEVROLET,Cruze,Hatchback,Yes,Petrol,1.4,29094.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,6
4861,382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,148709.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,8
13172,1399.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,186005.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,13
37320,1055.0,MERCEDES-BENZ,E 350 ამგ,Sedan,Yes,Petrol,3.5,156800.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,0,10
706,1017.0,FORD,Escape,Jeep,Yes,Petrol,2.0,251430.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,6
39201,456.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,10,0,8
36426,880.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,35643.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,5
8467,0.0,HONDA,Civic,Hatchback,No,Petrol,1.8,250000.0,4.0,Manual,Front,4-5,Right-hand drive,Grey,4,0,17
7840,0.0,MERCEDES-BENZ,CLK 320,Coupe,Yes,Petrol,3.2,255000.0,6.0,Tiptronic,Rear,2-3,Left wheel,Silver,4,0,23
12701,900.0,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,117158.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,8
8154,781.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,281659.0,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,11
46414,456.0,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,63645.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,8
45160,798.0,MERCEDES-BENZ,ML 250,Jeep,Yes,Diesel,2.1,197338.0,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,8
47356,0.0,AUDI,A7 Prestige,Sedan,Yes,Petrol,3.0,35000.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,1,7
1176,639.0,MITSUBISHI,Colt Lancer,Hatchback,Yes,Petrol,2.0,136634.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,9
12231,0.0,HYUNDAI,Elantra,Coupe,No,Petrol,1.8,77000.0,6.0,Manual,Front,2-3,Left wheel,Beige,0,0,10
5802,988.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,140000.0,4.0,Variator,Front,4-5,Left wheel,Green,12,0,16
2901,1277.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,45494.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5
1882,442.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,47672.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,6
22894,0.0,NISSAN,Pathfinder,Sedan,No,Petrol,3.55,109100.0,12.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,13
11290,0.0,HONDA,FIT,Sedan,No,Hybrid,1.3,145000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,8,0,10
6586,0.0,BMW,318,Sedan,No,LPG,1.8,270000.0,4.0,Manual,Rear,4-5,Left wheel,Green,2,0,26
14426,0.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,188800.0,4.0,Variator,Front,4-5,Left wheel,Grey,8,0,17
36065,1051.0,MITSUBISHI,Outlander,Jeep,Yes,Petrol,2.4,39000.0,4.0,Variator,Front,4-5,Left wheel,Silver,12,0,7
27284,0.0,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,52000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,9
21639,1091.0,SUBARU,Forester,Jeep,No,Petrol,2.5,34000.0,4.0,Variator,4x4,4-5,Left wheel,White,7,0,7
7840,790.0,HYUNDAI,I30,Hatchback,Yes,Petrol,1.6,140000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,14
7840,0.0,MERCEDES-BENZ,E 200,Sedan,No,CNG,2.0,180003.0,4.0,Manual,Rear,4-5,Left wheel,Black,4,0,25
1646,1292.0,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,59099.0,6.0,Automatic,4x4,4-5,Left wheel,White,0,0,7
24198,640.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,124000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,10
25365,502.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,34682.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,10
1725,777.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.5,310061.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,9
314,1399.0,ACURA,TL,Sedan,Yes,Petrol,3.5,162453.0,6.0,Automatic,Front,4-5,Left wheel,Silver,12,0,13
17249,586.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,22400.0,4.0,Automatic,Front,4-5,Left wheel,White,8,0,11
470,1399.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,229904.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,13
31361,639.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,62000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12,1,9
4704,1047.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,54279.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16
12720,645.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,135759.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,12
26372,640.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,120534.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,10
13485,0.0,BMW,X5,Jeep,Yes,LPG,3.0,189000.0,6.0,Tiptronic,4x4,4-5,Right-hand drive,Black,10,0,20
25591,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,140000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
6429,1211.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,108517.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,13
39829,1811.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,155821.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,13
13172,1793.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.55,325811.0,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,12
627,1077.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,24339.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,4
8097,790.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,130000.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14
12388,919.0,BMW,X5,Jeep,Yes,Diesel,3.0,362717.5,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,11
18503,0.0,HYUNDAI,Sonata,Sedan,No,Hybrid,2.0,280480.0,4.0,Automatic,Front,4-5,Left wheel,Silver,9,0,11
12231,574.0,HONDA,Insight,Sedan,No,Hybrid,1.3,150000.0,4.0,Variator,Front,4-5,Left wheel,Black,12,0,13
17054,862.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,237853.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12
5300,0.0,HONDA,Stream,Universal,No,Petrol,2.0,111000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,6,0,22
9565,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,42000.0,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,8
24302,765.0,CHEVROLET,Malibu,Sedan,Yes,Diesel,2.0,60618.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
18817,0.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.4,230400.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,14
1960,777.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,127918.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,9
17249,1051.0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,77000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,10,0,7
15530,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,280016.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
11290,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,270874.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
24148,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,118000.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,12,0,10
10036,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9
18817,697.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,85000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,8
10349,308.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,132563.0,4.0,Automatic,Front,4-5,Left wheel,Red,0,0,9
549,1399.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,138211.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,13
9252,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,8
47356,930.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,38577.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,5
25089,0.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,132800.0,6.0,Tiptronic,Rear,4-5,Left wheel,Blue,12,0,10
18669,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,52686.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12
941,1058.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,232357.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,11
15053,1998.0,FORD,Transit,Microbus,No,Diesel,2.4,253206.0,4.0,Manual,Rear,4-5,Left wheel,White,2,0,22
10660,271.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,76525.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,9
37000,891.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,80000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
18826,707.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,186412.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12
14583,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,230696.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,12
21012,0.0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,285000.0,4.0,Manual,Rear,4-5,Left wheel,Red,4,1,16
5645,706.0,MITSUBISHI,I,Hatchback,No,Petrol,0.7500000000000002,92000.0,3.0,Automatic,Front,4-5,Right-hand drive,Brown,2,0,12
18826,836.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,120000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13
22649,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,142000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
16590,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,42415.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
31988,394.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,51000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,9
8624,966.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,2.0,19999.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,14
21012,456.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,89000.0,4.0,Variator,Front,4-5,Left wheel,Silver,0,0,8
10663,1266.0,HONDA,FIT,Hatchback,No,Hybrid,1.5,114000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,8,0,9
13485,1481.0,VOLKSWAGEN,GTI,Hatchback,No,Petrol,2.0,161000.0,4.0,Manual,Front,4-5,Left wheel,Black,8,1,17
5331,0.0,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,241589.0,4.0,Variator,Front,4-5,Right-hand drive,Sky blue,5,0,20
7370,0.0,OPEL,Zafira,Minivan,No,Petrol,1.8,260000.0,4.0,Manual,Front,4-5,Left wheel,Silver,6,0,23
